,review_comment_message,review_score
90844,Nota 10,5
90845,"Adorei , entrega super rapida produto de otima qualidade. Parabéns a loja ",5
90846,"Além do produto não ter chegado, não me respondem",1
90849,Lindo quadro,5
90851,"A data da entrega era dia 23/08, já estamos no dia 27/08 e não tenho nenhuma posição de porque o produto não foi entregue. Estou extremamente irritada e insatisfeita.",1
90853,"Fui prontamente atendida e o produto chegou dentro do prazo previsto, logo nos primeiros dias após a compra. Fiquei muito satisfeita com o vendedor.",5
90855,"A única condição é enviar a encomenda separada, comprado 3 produtos na mesma loja e enviado cada um no dia sendo que um deles por ser dois itens ainda bem separado",1
90857,No Site consta de 22XL de 17ml e recebí 22XL de 11ml,2
90858,Ótimo produto estou satisfeito,5
90862,Entrega chegou rápido e tudo conforme esperado.,5
90864,"Estou tentando entrar em contato com a stark para verificar a troca do mesmo, pois veio com defeito de acabamento, mas não obtive exito em falar com algum atendente representante do e-commerce ",3
90865,Eu comprei três bases e só foi entregue duas! Estou aguardando pra ver se vão entregar a outra. As bases 221 e 222 entregaram a base 223 n chegou junto. ,5
90866,Funcionou o controle.,5
90867,"Os Patins são mais lindos ainda pessoalmente e dá pra vê que é de ótima qualidade o material, amei! A Loja entregou muito rápido, Parabéns e Obrigada! ",5
90870,Estou bem satisfeita com minba compra!!! Vale a pena!!,5
90873,Entregaram corretamente dentro do prazo!,5
90881,"preciso de uma posição ou prazo de entrega deste produto, estou precisando com urgencia
",2
90883,Produto veio com defeito,1
90885,satisfeita com a compra realizada.,5
90887,Adorei entregou no prazo recomendo.,5
90889,mt bom o produto,5
90891,O relógio é MARAVILHOSO. Recomendo,5
90893,"Produto errado e demorou muito para entregar, nem acho que vale a pena pedir o correto por causa da demora.",1
90894,Recebi o produto no prazo.,4
90895,Não recebi o produto,1
90897,Adorei o produto,5
90898,"Produto muito fraco, não recomendaria a ninguem.",1
90900,Excelente,5
90903,"Produto com a cor incorreta, entrei em contato com a loja que me disse que produto será trocado. Estou aguardando selo de postagem.",3
90904,O unico problema e que tive que retirar no correio sendo que paguei pelo frete,3
90910,"Paguei o frete mas não recebi em casa tive que busca nos correios ,longe da minha casa",2
90911,Muito rápido voltaria a comprar ,5
90912,Adorei meu relógio chegou antes do prazo e tudo certinho ..😍,5
90922,"Ótimo, entregaram na datacert",4
90924,Não chegou o que comprei e nem me ligaram para dar nenhuma satisfação,1
90925,"esta faltando esse jogo pro meu pedido ficar completo , esto aguardando a entrega
",2
90926,amei o produto excelente qualidade!,5
90928,O porta chaves é lindo e bem acabado. Super recomendo.,5
90932,A loja simplesmente não entrega o produto!,1
90934,"Não gostei de ter que ir retirar no correio, quanto ao produto ainda vou monta-lo e fixar na parede, depois retorno com outra avaliação.
A principio ele parece estar ok, ",2
90935,Comprei costei não foi pra mim mais a pessoa que comprou gostou muito e o prazer compra com vocês super recomendo o produto e ótimo bom de mais a entrega no prazo certo muito rápida obrigado pelo cari,5
90936,Boneca de boa qualidade matérial super resistente e muito linda! ,4
90937,"Produto não tem o selo de garantia da Xerox, não é autêntico. Não há segurança e confiabilidade de que se trata de um produto original da Xerox. Já solicitei a devolução.",2
90939,mercadorias meio confusas comprei 2 itens do mesmo produto vieram em entregas separadas o segundo demorou uma semana a mais pra chegar,2
90942,Produto ainda não foi entregue,1
90943,"O produto não é tão confortável. Pensei q se ajustasse confortavelmente à cabeça e ao trapézio, mas não se amolda tão bem assim.",3
90954,excelente produto.,5
90956,"Meu pedido não chegou, e eu preciso desse produto até semana que vem",1
90958,O produto foi enviado rapidamente e chegou muito bem embalado. Agradeço e recomendo.,5
90959,tudo otimo,4
90963,Outras lojas estão dando um suporte de comunicação mais rápido e com a entrega também mais ágil ,3
90965,Muito bom produto atendeu minhas expectativas.,5
90966,Estou sem trabalha por que o meu kit de tesouras fio de navalha não chego e eu quero receber sou cliente a tanto tempo e acontece isso comigo como vai ficar minha cituaçao ,2
90967,"Produto muito bom, recomendo.",5
90973,Produto ótimo chegou bem antes do prazo,5
90974,Entrega antes do prazo,5
90975,Esta é a primeira vez que não recebo o produto,1
90976,Passou o prazo porém até o momento não foi realizada a entrega ,3
90977,Não recebi meu produto preciso urgentemente de uma posição ,1
90981,"Sei que o produto é de ótima qualidade, até pq a marca não deixa a desejar, mas não tem como eu avaliar pois o mesmo ainda não chagou!!!",1
90983,"As lâminas vieram fora de embalagem, enrolados num saquinho. O produto chegou dentro do prazo previsto.",2
90985,so recebi um desktop e na nota fiscal vieram os 2 estou com medo de nao me entregarem,1
90986,JA SOLICITEI A TROCA DO PRODUTO QUE COMPREI ERRADO..ESTOU ARREPENDIDO DA COMPRA,3
90989,demora na entrega,1
90992,"Ótimo produto, entrega rápida",5
90994,"A entrega foi feita dentro do prazo. 
Não testei o produto mas veio certo 
",3
90996,"Produto excelente, mas a estrega foi demorada.",3
91000,"no site o cartucho era original e recebi um cartucho compatível.... propaganda enganosa!!!





",1
91002,para e a melhor de todas .,5
91005,Estou super confuso sobre outra compra que fiz q aparece cancelada sendo que nunca cancelei. Por telefone diz que a entrega será até o dia 06/06. Super fora do prazo. Atendimento pelo telefone pessímo,5
91007,Entrega antes do prazo super bom...,4
91008,Não tem,5
91009,entregou em tempo record,5
91010,"Chegou no prazo, Índico o vendedor.",5
91011,gostei do produto,4
91018,"Gostei. O produto é exatamente do jeito que mostra, vale a pena comprar. ",4
91019,"Comecei a comprar do baratheon através de outras pessoas, aí resolvi a me cadastrar e foi muito bom. Hoje além de comprar indico pra outras pessoas, é seguro e rápido pra chegar.",5
91021, Loja honrou seu compromisso com o cliente de maneira muito satisfatória. Portanto a recomendo.,5
91022,"entrega foi realizada antes do prazo máximo, foi bem mais rápido que o esperado!",4
91024,10,5
91025,"Somente não gostei do tamanho das velas.
As fotos mostravam uma coisa e na verdade eram bem diferentes.",1
91026,"Recebi antes do prazo, o melhor foi vendedor entrar em contato e dar orientação e filme de instalação do produto. 
Recomendo ",5
91029,Produto de qualidade,5
91030,"Ele tem uma aparência de material diferente do que mostra as fotos, mas igualmente é lindo, leve e prático até de limpar.",5
91039,Pessimo parceiro do baratheon.vcs do baratheon deveriam ter mais cuidado em suas parcerias com determinadas lojas.,1
91041,Recomendo,5
91046,"Achei que a embalagem de entrega poderia ter sido de melhor qualidade. Uma caixa simples que, aparentemente, pode gerar danos ao produto. Mas a princípio o meu produto chegou em perfeito estado.",4
91047,"Houve um pequeno problema de entrega, mas ACHO QUE O PROBLEMA FOI DO CORREIO QUE ESTÁ EM GREVE PARCIAL",4
91048,"Perfeito, amei muito linda a cor, e o tecido muito bom. ..",5
91049,"Adorei,produto ótimo e a entrega é super rápido",5
91051,Chegou bem antes do previsto. Foram dois dias e meio para entrega. Muito bom.,5
91057,Produto excelente... principalmente pra quem é alérgico a pouco e ácaro fácil de higienizar...excelente qualidade.,5
91058,Excelente. ,5
91061,A base que veio foi diferente da foto.,3
91069,"Comprei um produto e recebi outro. Estou tentando contato com o fornecedor, porém até o momento não tive retorno.
",1
91070,Bom Dia até o momento o jogo de lençol casal nao chegou na minha residencia. No site está como produto entregue mas ate o momento nada. Todos os produtos que comprei pela baratheon já chegaram,1
91073,tem que ter um mínimo de atenção ao cliente,1
91088,"Sim, recebi apenas não chegou toda a entrega no mesmo dia, 2 rolos foram entregue em um dia e o restante no dia seguinte.",4
91093,Tudo perfeito ,5
91095,"Chegou antes do prazo, ótima qualidade, recomendo 😀",5
91097,O produto chegou no prazo e bem embalado,5
91098,"O produto veio conforme combinado, e com ótima qualidade. ",4
91100,Otimo vendedor,5
91110,A minha mercadoria não foi entregue. No correio o status está como foi entregue. Foi entregue somente um informativo falando que em breve o produto seria entregue,3
91111,"Efetuei o pagamento do boleto, mas o objeto não foi postado. Tentei contatar com eles no site, mas o envio do formulário deu erro. Enviei um e-mail, até agora sem resposta. Não recomendo essa loja.",1
91114,Comprei uma mochila e gostei muito da minha compra. Veio antes do prazo. ,5
91115," ainda não tive tempo de abrir a caixa com a cadeira (verificação da perfeição do produto), Acredito que está tudo bem.",5
91120,"Tudo correu bem. Entretanto, a pessoa que fez a embalagem poderia ter não passado fita adesiva por cima da Nota Fiscal. Por causa disto, eu não tenho a NF, pois foi toda rasgada. No resto, tudo ok.",4
91121,"ainda não tive tempo de avaliar o produto em si, uma vez que chegou ontem. Mas a loja é sempre minha primeira opção. ",5
91122,Ótimo!,5
91123,"Produto entregue antes do prazo e muito bom,bonito e de qualidade boa",4
91125,Realmente o produto é IDÊNTICO ao do outback. Mesma marca. A entrega foi super rápida... antes do prazo ... gostei tanto que já encomendei outra remessa ontem e o novo produto já está em transporte.,5
91126,Produto conforme descrição no site. Chegou dentro do prazo. Recomendo!,5
91127,Muito bom,3
91128,"Sempre compro, produtos de qualidade... ",4
91129,"A gente compra e espera receber o que comprou e quando chega está errado, gera toda um incômodo de efetuar troca. Só espera que a troca seja ita de forma correta.",1
91133,O lacre interno do pote veio violado.,4
91134,Produto como na descrição. Mas demorou muito pra chegar.,4
91137,"Comprei dois jogos de lençóis, só veio um .",1
91139,"Infelizmente não fui eu a receber, mas foi entregue antes do prazo.
A pessoa foi retirar no correio pois não encontrou ninguém em casa.",5
91147,Ótimo antendimento e entrega sem nenh problema,5
91152,"Excelente produto, com uma entrega surpreendente. Recomendo a loja a todos. ",5
91154,"Prazo não foi cumprido e não tem nenhuma informação para ajudar.

Quero cancelar a compra.",2
91160,Ótimo custo benefício!,5
91161,tudo conforme o planejado,4
91165,Ótimo produto e compromisso com o cliente.,5
91168,Muito bom ,5
91169,100%,5
91170,MT bom,4
91171,"VEIO COM DEFEITO, O TECLADO NÃO FUNCIONA.",3
91174,Adorei.ficou muito bom no meu aparelho.Eu recomendo!,5
91178,"Muito satisfeita com a compra,apesar de pensar que fosse tecido.",3
91179,Recebi bem antes do prazo,5
91181,produto muito bom e bem feito. Recebi muito bem embalado. Super recomendo.,5
91184,"meu pedido veio errado, veio outro produto.",1
91187,"Entrega rápida, e gostei muito do creme!",5
91189,"O atendimento foi muito atencioso. No momento do pedido esqueci de verificar a voltagem, mas o pessoal da Gatolino entrou em contato comigo pra confirmar e deu tudo certo! Os gatinhos estão amando!",5
91192,Foi enviado apenas um produto e pedi 3... Estou no aguardo da loja informar o que houve,3
91195,Sim é um sistema interessante de compra porém com algumas situações negativas gostaria de registrar minha insatisfação com relação a compra de uma torre de chopp que me enviaram errado ,1
91196,Gostei,5
91198,"Gostei muito de todo o processo de compra. O produto condiz exatamente com a descrição e a qualidade é melhor que o esperado, afinal o kit custa o valor de uma camiseta. Voltarei a comprar com certeza",5
91200,Produto de ótima qualidade e recebi dentro do prazo.,5
91203,Recebi antes do prazo. ,5
91206,"O stark é show para compras na internet, fácil de comprar, tem meios seguros para efetuar o pagamento, é rápido na entrega.

O único problema é esse programa de avaliação do vendedor que fica t",5
91208,"nao recebi Cesta decorativa com trio de bolas
qto aos ESPELHOS DECORATIVOS,O PRODUTO NAO É ESPELHO E SIM UM PRODUTO PLASTIFICADO,PROPAGANDA ENGANOSA,QUERIA MEU DINHEIRO DE VOLTA!	 ",1
91210,"Lindo, gostei muito...",5
91212,"Bom dia,
Estou no aguardo do meu produto já vai para 30 diastema nada.
Preciso cancelar a compra",1
91213,Gostei da compra indicaria 👍,5
91218,"Gostei muito, ótima qualidade. ",5
91220,Obrigado!,5
91223,Qualidade do produto péssima. Na primeira vez que fui conectar o produto no meu tablet o produto quebrou dentro. Agora fiquei no prejuízo.,1
91226,Boa,3
91227,otimo,5
91232,"ESTOU MUITO SATISFEITA, COM CERTEZA VOLTAREI A COMPRAR !",5
91235,Ótimo produto!! Chegou super rápido!!! Ótima qualidade!!! Super recomendo! É lindaaaaaaa é bem grande!! 😍😘,5
91237,"Até agora não recebi o material, isso suja o nome do stark, que sempre entregou tudo certo.",1
91238,"não tenho como recomendar, pois o produto não chegou ao centro de tratamento dos correiros em Brasilia, e, até agora, a empresa não entrou em contato para tentar esclarecer o atraso.",2
91243,"MEU PRODUTO CHEGOU 1 SEMANA ANTES QUE O PREVISTO 
EU RECOMENDO
",5
91244,"Entrega rápida!
Excelente material!",5
91246,Muito satisfeito .,5
91247,Perfeito ,5
91249,"Super Recomendo,atendimento maravilhoso,entrega rápidae no prazo..Ameiii",5
91250,"Acho que pelo preço cobrado no frete, deveria haver mais respeito ao cliente em relação ao prazo!!!!",1
91253,Tudo correu bem na entrega do produto e o mesmo chegou em perfeito estado. Houve apenas um problema com o furo do parafuso da base inferior da grade. O orifício estava fora de alinhamento e foi precis,4
91258,"Comprei pela primeira vez, e estou satisfeito com a loja",5
91259,top ,5
91260,"Estou super insatisfeita, estava precisando do material urgente e so comprei pq As Lojas lannister nunca tive algum problema, já o fornecedor não digo o mesmo. Não teve comprometimento.
",1
91261,antes do prazo,5
91262,"Bem, não é um fatiador mas um picador",3
91269,O produto e bonito.,5
91270,"Ótimo e pratico ... Leve para qualquer lugar e treine 
.",5
91272,tudo certo,5
91274,MTA BOA A EFICIÊNCIA DE VCS !,5
91279,Produto de acordo e dentro do prazo,5
91280,"Relógio muito bom, mais bonito pessoalmente! ",5
91285,"Pela segunda vez eu faço a compra com vcs, espetáculo de bom",5
91295,"Foi tudo tranquilo.
Lindo o produto.
Original",5
91296,"Produto ruim, furações não bate e qualidade do material e péssima",2
91305,Gostaria de opinar depois que eu receber meu produto,3
91306,"O produto não foi entregue. Comprei outros produtos junto com esse, os outros foram entregue ainda em dezembro e esse até o momento não foi entregue. ",1
91307,"Tudo ótimo, produto chegou bem antes do previsto. ",5
91310,Fiz os pedidos de três produtos dois chegaram um uma mochila rosa não foi entregue e as Lojas lannister não consegue dar detalhes da onde esta o pedido inconformada.,1
91313,Bom o serviço testado.,5
91314,muita espera,3
91315,"Entrega super rápida, antes do prazo, super recomendo.",5
91316,Adorei a rapidez ,5
91318,Mas perece que ele distribui a energia e a velocidade cai se há mais de uma porta em uso,5
91320,Além de não entregarem.não fui avisada nem reembolsada.,1
91322,"Nosssaaaaaaa
Superou toooodaas ás minhas espectativas. ...
Muito liiiiiindooooooo",5
91324,"A loja postou bem rápido, embalagem simples, mas a encomenda estava bem protegido dentro da caixa. O correio atrasou a entrega.",4
91325,"Comprei um perfume para minha esposa, o produto chegou agora mas é MUITO falsificado... claramente! Me sinto enganado! lannister.com.br vendendo produto FALSO!!",1
91330,Produto do mesmo jeito que no site?,5
91333,"Parabéns , entrega super rápida , produto em perfeitas condições, recomendo! ",5
91334,Tudo ok!! Produto entregue no prazo!! ,5
91335,"Produto muito bom.
Boa compressão e confortável.
Recomendo",5
91338,Gostei lindo ,5
91339," A entrega foi rápida e chegou muito bem embalado. O produto é multiuso. Serve para tonificar, massagear e até lixar. ",5
91341,gostaria de saber quando chega o meu produto ?,2
91342,"Não gostei, produto não parece com o da foto.",1
91343,"o produto é bom ,mas senti frio da mesma maneira ",3
91354,Ótimo produto.,5
91355,Entrega Rápida. Bem embalada. Produto Correto.,5
91357,"Eu até o momento não recebi o meu produto, e o status da compra esta como produto entregue e agora quero saber como proceder.",1
91364,Gostei do produto ,4
91365,baratheon é mão na roda.,4
91366,ate esta data não recebi o produto ( 07.08.18),1
91368,"A entrega foi rápida , porém o sabor veio errado... Ainda não experimentei o produto ",3
91370,Demora muito pra entregar os produtos ,3
91372,"Veio uma tesoura na medida 5.5 e a outra veio 6. 0
Já tinha adquirido outra vez as tesouras mas desta vez veio errada cada uma de uma medida e o estojo veio com uma qualidade inferior a outra vez ",5
91374,"Gostei do produto, veio bem embalado, e era do jeitinho que eu imaginava. ",5
91375,"Já comprei produtos diversos e sempre fiquei muito satisfeita com o prazo e com o produto.
As entregas sempre ocorreram antes do prazo estipulado. Perfeito!",5
91376,"Produto bom, entregue dentro do prazo.",5
91377,"A entrega foi feita no prazo , o produto veio bem embalado , porém o carregador não vem com o selo da Anatel e quando conectado na tomada não te permite mexer no celular. Deveria estar no site e caixa",4
91381,Muito bonita,5
91383,Melhor procurar outra loja para comprar produtos. As lannister vacilaram na primeira entrega e quase não entregam a segunda.,2
91390,Entrega no meu caso bem antes do prazo e smp o pedido certo :),5
91392,"Palhaçada mais de um mês é ainda não chegou, deram um prazo mas já passou faz tempo e nada. É o pior é que já paguei indignada. ",1
91393,"Parabéns, que continue assim entregando antes do prazo e nunca mudem",5
91395,"A entrega foi rápida.,mas o produto foi mal embalado e o pote chegou estourado.tive que usar metade do pote( que conseguisalvar) colocando emoutropote. ",2
91397,"O cartucho veio com problema, foi testado e jogado fora. Não recomendo compra de cartucho hp.",1
91405,Muito rápido e o produto é de alta qualidade,5
91409,Tô comprando mais.,5
91412,Material de boa qualidade! Chegou antes do prezo,5
91413,"Parabéns pelo processo de entrega de vocês. Muito eficiente.
",5
91414,"O tapete grama sintética é de qualidade muito ruim, desfiou inteiro no primeiro dia.",2
91415,"Recebi o produto adequado, antes do prazo previsto. ",5
91416,O tapete chegou e a qualidade é boa.,5
91419,lannister é o pior site de compras na internet muito enrolado as entregas,1
91420,Bom,4
91425,"Muito bom o produto, chegou rapidamente!!",5
91426,"Insatisfação total. Paguei o produto prontamente, depois de quase um mês recebi a mensagem que o produto estava indisponível.",1
91430,"Prazo de entrega enorme, produto não entregue e nenhum contato com explicação.",1
91431,Amei tudo!,5
91432,A única coisa q eu achei q tinha q ter vindo era o parafuso para instalar....mas do resto eu gostei,4
91434,"Não recomendo, uma total má prestação do serviço, desrespeito Código de Defesa do Consumidor.",1
91435,Chateada com tudo isso comprei duas capas protetora de colchões e só recebi uma e ainda que agente confirme a entrega é muito sem noção!?,1
91436,Top essa loja,5
91438,"Produto entregue no prazo, material muito bom, já veio montado conforme descrição do produto no período da venda.",5
91440,O produto veio com a tela do vidro lascada. Tentei entrar em contato mas ninguém respondeu. O produto vem solto enrolado em um plástico. Não recomendo. ,2
91441,Recebi o produto dentro do prazo estabelecido. Loja confiável.,4
91442,"Loja entregou no prazo sem qualquer problema. Produto me surpreendeu, embalagem impecável.",5
91443,Recebi o meu produto bem antes do prazo estipulado. O relógio é lindo e me pareceu um produto de boa qualidade... Amei!,5
91444,confiança 10,5
91445,Veio certinho muito antes do prazo e fiquei super feliz ... so a cor do objeto veio errado tinha perdido roso total rosa e veio na cor rosa com verde meio estranho mas o produto e muito bom ,2
91447,"ainda não usei, mas recomendo",4
91448,"amei ,entregue no prazo",5
91449,"Cadeira pelo preço que ela custa vale a pena comprar .
Foi entregue bem antes do prazo, nota 10 para este quesito.",3
91451,"Gostei, achei charmoso e funcional. ",4
91452,"ainda nao testei mais irei fazer o teste do produto,tenho boas recomendacoes sobre o tal.",5
91454,"produto entregue conforme anuncio e até mesmo antes do prazo.
",4
91457,"Muito bom o produto, chegou dentro do prazo de entrega, bem embalado, e com as mesmas características relatadas na descrição na página do produto. ",5
91459,"Recomendamos NEGOCIAR com esta Empresa ""targaryen""",5
91467,Gostei muito,5
91470,Nao recebi o produto,1
91474,"Chegou muito antes do prazo 
Adorei!!!",5
91477,Comprei um modelo de motor deslizante e mandaram outro diferente.....,2
91480,muito bom produto e vendedor,5
91486,Não sei que haverá acontecido os demais chegaram ,3
91490,"Foi bom, a entrega aconteceu dentro do prazo, porem o produto vem de Recife/PE e da um medo enorme de extraviar pelo caminho. ",4
91493,Foi entregue somente uma das duas unidades do meu pedido.,1
91494,"Fiz o meu pedido e fui atendida rapidamente, obrigada e sempre estou comprando",5
91495,"Almofada simples, bonita e bastante funcional. Gostei!",5
91498,Tudo certo. Mas a qualidade do produto nao foi o que eu esperava.,4
91501,ainda não testei o produto,5
91502,Otimo,4
91503,"Comprei uma Escova na cor DOURADA e mandaram na cor rosa, e ainda colocaram a caixa da escova dentro de outra caixa da Marca Laka toda rasgada, um descaso com o consumidor.",1
91504,muito bom. gostei.,5
91506,"Eu sempre comprei com lannister. Com e nunca tive problemas agora recebi o travesseiro mas não recebi a manta quero saber porque, aguardo resposta",4
91507,Gostei muito produto entregue antes do prazo perfeito adorei,5
91509,"COMPREI 2 CARTUCHOS DE TINTA E NA VERDADE SÓ CHEGOU UM, GOSTARIA QUE FOSSE TOMADA ALGUMA PROVIDENCIA.",2
91511,Vocês apresentam muita dificuldade para falar com atendente. ,4
91513,O pacote veio rasgado,4
91514,Compramos 02 peças e só recemos 01 no aplicativo informava que a outra chegaria dia 05/01 mas está atualizado como entregue 02 peca No e mail enviado pela baratheon diz que foi entregue somente 01 pec,3
91516,"ótimos vendedores e confiáveis.
quando precisar comprar, estarei sempre buscando essa forma segura e tranquila.. ",5
91517,"O TAPETE NÃO VEIO, SOMENTE O MOSQUITEIRO.",1
91518,Envio e entrega super atrasados. ,1
91520,Recebido conforme o anunciado. Sem nenhum problema.,5
91521,Ainda não recebi o produto,1
91525,Peguei a encomenda no correio.,5
91528,18/06 já tinha sido entregue,5
91529,Atrasou mas chegou certinho. E o produto é de ótima qualidade!,5
91531,Ótimo ,5
91532,O meu produto ainda nao chegou!!! Desde 17/04/18 nao houve mais nenhuma atualizacao!! E o prazo estimado pra chegada do meu produto venceu dia 30/04/2018. Enviei vários emails mas ninguém responde!!!,1
91534,"Quanto ao comedouro a empresa está de parabéns; muito bom e satisfatório. Quanto ao Benedouro; em poucas palavras, para mim nao delongar muito: ""UM LIXO"" de equipamento. ",2
91535,estou esperando o produto que não chegou,1
91539,Ok,5
91540,Solicitei a troca da cor do produto e não obtive retorno. ,1
91541,eu amei meu pedicuro mais gostaria de saber a respeito da nota da garantia estendida ,3
91543,"Gostei do produto e dentro do prazo, só não gostei que o saco de pancadas veio vazio e não estava explicado este detalhe no site.",4
91545,"Não recebi o produto. Previsão de entrega era dia 13/8 e consta que sequer foi despachado ainda, sendo que hoje já é 15/8. Péssima Loja.",1
91546,"Gostaria de uma posição, já que o prazo de entrega já expirou e meu produto não chegou.",1
91548,"MUITO BOM ,chegou antes do prazo ",5
91552,Produto com frete caro e não recebi o produto. ,1
91555,Dentro do prazo,4
91556,Rapido a entrega ,4
91562,"Excelente produto, compensa MUITO mais do que comprar o original da IBBL.
Recomendo!",5
91565,Recebi bem rápido o produto. ,5
91566,"Embora seja problema dos correios a empresa nao deveria dar um prazo de entrega, apenas se utilizasse transportadora própria. Comprei 4 unidades e só chegou 1",1
91569,PRODUTO CONFORME ANUNCIADO.,5
91575,"Comprei 2 lustres, mas quando cheguei na casa da minha mãe ontem para pegar a encomenda, ela só havia recebido uma caixa. Cogitamos que os dois produtos estavam na mesma caixa, mas só havia um lustre",1
91577,vem mt pouco só da pra usar uma vez e já acaba,1
91582,"Produto entregue no prazo e feliz com o mesmo , mais uma vez a lannister demonstrando a eficiência na entrega ",5
91584,só recebi a navalha tá faltando a máquina de cortar cabelo e o kit tesoura ,5
91585,chegou muito rapido pena que nao veio do mesmo que estava precisando,5
91588,Muito bom....,5
91589,Embalagem e caixa do produto toda detereriorada ,3
91590,"Comprei 3 produtos, de três parceiros diferentes, os outros dois recebi tudo certinho, desta loja veio apenas uma desculpa esfarrapada.",1
91591,"A propaganda desse produto é falsa! A chapinha não é a original, é uma réplica. Estou aguardando a resposta para obter meu dinheiro de volta.",1
91593,Demora demasiada na entrega,2
91594,Continuem assim e vou recomendar todas as pessoas que conheco para comprarem de voces ,5
91597,Gostei ,4
91603,"Dentro do prazo
",5
91604,Muito satisfeito!,5
91605,"achei a entrega muito rapida, comprei no mesmo dia um celular nas lannister e ainda nao chegou, a capa chegou primeiro. foi excelente o prazo de entrega, compraria de novo nessa loja. obrigada",5
91608,Sem opinião no momento.,4
91610,Fiz a compra de dois rolos de filamentos 3D e me enviaram apenas um. A mercadoria foi paga e não recebi.,1
91612,"COMPREI GARRAFA TERMICA CAPACIDADE 1,2 L MESMA NÃO COMPORTA NEM 800 ML - ALÉM DE TER SINAL EXPLICITO DE USO/AVARIA ESPERO NÃO TER ESTRESS, NEM DESGASTES PARA RESOLVER ESSE PROBLEMA",1
91616,Melhor preço pesquisado. Entrega rápida. Recomendo! ,5
91617,O item em si é bom porem o suporte para a colocação do mesmo não passa muita confiança.,3
91618,Obrigado,5
91619,Mais uma ve satisfeito ,5
91624,Muito bom o produto. Recomendo.,4
91626,"A fonte parece ser boa ,ainda não testei.",4
91628,"Considero como alegação infundada informando que o produto estava esgotado. Na época a quantidade anunciada foi de 2(dois), apenas dois produtos. ",1
91630,Loja otima,4
91631,"Recebemos a encomenda, mas o produto não veio corretamente, pedimos o relógio todo preto e recebemos um preto/prata",3
91632,"Recebi o produto corretamente e no prazo estipulado, sem atrasos.",5
91634,BOM ATENDIMENTO,5
91638,"As imagens pareciam de melhor qualidade, mas pelo preço está valendo.",4
91640,"Ótimo produto, entrega rápida, minha esposa esta extremamente satisfeita, me dei bem !!",5
91644,A minha entrega não foi completa! Comprei 2 unidades e paguei por elas... porém só chegou 1 unidade! Preciso de um retorno das lannister a da targaryen com urgência ,1
91646,"Recomendo essa loja e tb as lannister ,pois meu produto chegou em antes do prazo estipulado ,ótimo produto adorei superou todas as minhas espectativa super recomendo essa loja muito eficiente ,amei",5
91647,"Estou simplesmente revoltada com a lannister comprei este produto e na informaçoes do produto esta escrito Kit com shampoo antirresíduos e redutor de volume,porém só veio o passo 1 PROCON COM CERTEZA",1
91649,"Senhores responsáveis pela empresa lannister.com.
Venho por meio desta informar que o produto "" Canela de velho "" Remédio natural que eu Diego Machado Lopes encomendei veio errado , pois foram duas ",1
91651,"VEIO TUDO CORRETO, BEM EMBALADO, ORGANIZANDO, AMEI A CASE DE GUARDAR O ÓCULOS 😍 E O ÓCULOS TBM É MUITO LINDO E DELICADO. É SÓ TER CUIDADO AO COLOCAR PARA NÃO QUEBRAR.",5
91652,"Ainda não recebi o meu produto, e já passaram 2 dias depois do prazo previsto e não recebi nenhum feedback da empresa",2
91654,"A entrega ia ser rapida, mas parou nos correios da minha regiao, sem previsao de entrega ainda",3
91658,gostei do kit eu recomendo,5
91659,Entrega super rápida.,5
91660,"Indico a loja para todas as pessoas que estão em 
dúvida ou com algum receio por comprar pela internet, pois vocês alem de entregarem os produtos no prazo, até antecipado, os preços são ótimos!


",5
91664,"Muito bom, produto entregue antes do prazo!",5
91665,"Muito bom , recomendo a todos .",5
91667,"O PRODUTO CHEGOU ANTES DA DATA PREVISTA PELO VENDEDOR, SUPER RECOMENDADO",5
91670,"PARABENS AS LOJAS AMERICANA OTIMO PRODUTO E RAPIDA ENTREGA 
",5
91671,Eu só não sei se eu comprei uma placa nova ou usada por que veio enrolada no plástico não veio lacrada e também veio com o chicote diferente,5
91674,Painel bom bonito valorizou o ambiente ,5
91676,"Sempre comprei nas lojas America as, essa é a primeira vez que aconteça essa demora na entrega.",3
91680,recebí os produtos faltando a tabua e um bule.,3
91681,"paguei por um MOP giratório cod 7824 e entregaram mop cod 8210, de qualidade muito inferior . 
Quero cancelar compra.",1
91684,"Chegou certinholo, como esperava, produto bom, godtei muito",5
91685,"Entrega muito rápida, melhor que o previsto. Super recomendo.",5
91688,Ficou lindo no quarto da minha filha.,5
91695,Preciso do óleo para fortalecer meu sistema imunológico,5
91696,Produto ainda não chegou,1
91698,"Tudo muito ruim, não tem ninguém com possamos fazer reclamação pela não entrega do do produto. Não tem ouvidoria, para reclamações. Não tem nenhum pessypara informar o por que da demora da entrega. ",1
91700,"comprei na madrugada e chegou no mesmo dia, muita eficiencia.Merece 10 estrelas.",5
91701,Estou aguardando a entrega do produto.,1
91702,muito bom o produtor,5
91706,"Eu comprei dois kits e só foi entregue 1
Preciso de um retorno urgente ",5
91707,Bom,4
91708,GOSTEI PRODUTOS ENTREGUE EM PERFEITAS CONDIÇOES.,5
91709,Estou aguardando contato do stark pois comprei 4 produtos e só recebi 3,1
91713,"Boa tarde,
quero a troca do meu produto imediatamente",1
91714,Comprei duas mochilas e recebi somente um produto é o valor vocês estão cobrando de dois produtos queto devolução do produto é meu ressarcimento,1
91717,loja excelente ,5
